"ID","ProName","class1","class2","class3","SmallPic","BigPic","DownURL","About","ProInfo","ProNo","ProPrice","ProPrice2","IsTop","IsHot","AddDate","orderid","ViewNumber","IsNewPro","issale","ordernum","color","Units","Video_URL","num"
157,"M18 PINK",452,530,0,,,,"麦考林品牌PINK服装拍摄 摄影师：Yuki He  化妆：邹邹","<p><img src=""/A_UpLoad/image/2012032016332065.jpg"" width=""700"" height=""853"" alt="""" /></p>",,0,0,0,0,"2012/3/21, 07:26:07",23,0,0,0,0,,,,10
159,"S/S",452,530,0,,,,"品牌服装画册拍摄 摄影棚 515 摄影 Yuki_He 化妆 陈菲菲 ","<p><img alt="""" width=""800"" height=""1213"" src=""/A_UpLoad/image/2012032017293657.jpg"" /></p>
","515",0,0,0,0,"2012/3/21, 07:28:50",26,0,0,0,0,,,,10
160,"Hitao S/S",452,530,0,,,,"Hitao 湖南卫视海淘网电子商城服装拍摄 摄影棚 515 摄影 Yuki_He 化妆造型 D&O<br/>","<p><img src=""/A_UpLoad/image/2012031921041963.jpg"" alt="""" width=""700"" height=""496"" /></p>
<p><img src=""/A_UpLoad/image/2012031921050060.jpg"" alt="""" width=""700"" height=""657"" /></p>
<p><img src=""/A_UpLoad/image/2012031921052799.jpg"" alt="""" width=""700"" height=""502"" /></p>
<p><img src=""/A_UpLoad/image/2012031921060233.jpg"" alt="""" width=""700"" height=""558"" /></p>
<p>&nbsp;<img src=""/A_UpLoad/image/2012031921065863.jpg"" alt="""" width=""700"" height=""796"" /></p>",,0,0,0,0,"2012/3/21, 07:29:35",32,0,0,0,0,,,,10
161,"RAIN & MCM",452,527,0,,,,"Femina杂志 RAIN贴身跟拍 摄影师 Yuki_He","<p><img src=""/A_UpLoad/image/2012032115415399.jpg"" alt="""" width=""700"" height=""435"" /></p>
<p>&nbsp;</p>
<p><img src=""/A_UpLoad/image/2012032115430761.jpg"" alt="""" width=""700"" height=""662"" /></p>
<p>&nbsp;</p>
<p><img src=""/A_UpLoad/image/2012032116093978.jpg"" alt="""" width=""700"" height=""400"" /></p>
<p>&nbsp;</p>
<p><img src=""/A_UpLoad/image/2012032116552851.jpg"" width=""700"" height=""386"" alt="""" /></p>","515",0,0,0,0,"2012/3/21, 15:44:40",12,0,0,0,0,,,,10
162,"Elena",452,531,0,,,,"Elena Portait  摄影：YUKI_HE 化妆造型：MIKI 发型：张莉 服装：H&M HIUMAN CHAU","<p><img src=""/A_UpLoad/image/2012032200251810.jpg"" width=""700"" height=""2083"" alt="""" /></p>","515",0,0,0,0,"2012/3/22, 00:23:02",18,0,0,0,0,,,,10
163,"Assiya",452,531,0,,,,"Assiya Portait  摄影：YUKI_HE 化妆造型：陈菲菲","<p><img src=""/A_UpLoad/image/2012032200462674.jpg"" width=""700"" height=""316"" alt="""" /></p>","515",0,0,0,0,"2012/3/22, 00:46:48",18,0,0,0,0,,,,10
164,"Lena",452,531,0,,,,"Lena Portait  摄影：YUKI_HE 化妆造型：陈菲菲","<p><img src=""/A_UpLoad/image/2012032201442397.jpg"" width=""700"" height=""1558"" alt="""" /></p>","515",0,0,0,0,"2012/3/22, 01:53:18",14,0,0,0,0,,,,10
166,"Suzana",452,531,0,,,,"Suzana Portrait 摄影：Yuki_He 化妆：陈菲菲 服搭：卓玲","<p><img src=""/A_UpLoad/image/2012032218494254.JPG"" width=""700"" height=""692"" alt="""" /></p>","515",0,0,0,0,"2012/3/22, 18:52:12",17,0,0,0,0,,,,10
165,"M18 WOMEN & COLLEGE  S/S",452,530,0,,,,"麦考林品牌 WOMEN&COLLEGE S/S拍摄 摄影师 Yuki_He 化妆师 噜噜","<p><img alt="""" src=""/A_UpLoad//2013051614380737.jpg"" /><img alt="""" src=""/A_UpLoad//2013051614383965.jpg"" /></p>","515",0,0,0,0,"2012/3/22, 18:26:11",28,0,0,0,0,,,,10
169,"M18 PINK S/S",452,530,0,,,,"麦考林品牌PINK拍摄 摄影：Yuki_He 化妆：蔡芬芳 模特：黄一琳","<p><img src=""/A_UpLoad/image/2012032710463115.jpg"" width=""700"" height=""585"" alt="""" /></p>
<p><img src=""/A_UpLoad/image/2012032710585555.jpg"" width=""700"" height=""569"" alt="""" /></p>","515",0,0,0,0,"2012/3/26, 11:43:27",32,0,0,0,0,,,,10
170,"Yan Dingxian",452,527,0,,,,"新视线杂志 上海美术制片厂艺术家严定宪花絮拍摄 摄影：Yuki_He","<p><img src=""/A_UpLoad/image/2012032613311082.jpg"" width=""700"" height=""887"" alt="""" /></p>","515",0,0,0,0,"2012/3/26, 13:27:05",15,0,0,0,0,,,,10
171,"PARICK",452,527,0,,,,"开生蚝世界冠军 parick 摄影：Yuki_He","<p><img src=""/A_UpLoad/image/2012032614343593.jpg"" width=""700"" height=""1037"" alt="""" /></p>","515",0,0,0,0,"2012/3/26, 14:27:50",17,0,0,0,0,,,,10
172,"M18 COLLEGE S/S",452,530,0,,,,"麦考林品牌 COLLEGE S/S拍摄 摄影棚 515 摄影师 Yuki_He 化妆：D&O 模特 那一","<p><img src=""/A_UpLoad/image/2012040917075886.jpg"" width=""700"" height=""471"" alt="""" /></p>","515",0,0,0,0,"2012/3/27, 10:16:31",31,0,0,0,0,,,,10
173,"M18 RAMPAGE F/W",452,530,0,,,,"麦考林品牌 RAMPAGE F/W拍摄 摄影棚 515 摄影师 Yuki_He 化妆：D&O 模特：liza","<p><img src=""/A_UpLoad/image/2012032711181984.jpg"" width=""700"" height=""518"" alt="""" /></p>","515",0,0,0,0,"2012/3/27, 11:18:31",30,0,0,0,0,,,,10
174,"I-DOU LOOKBOOK S/S",452,530,0,,,,"I-DOU 欧美电子购物网 2012 LOOKBOOK S/S 摄影棚 515 摄影 Yuki_He 化妆 陈菲菲","<p><img src=""/A_UpLoad/image/2012032912561593.jpg"" width=""700"" height=""632"" alt="""" /></p>","515",0,0,0,0,"2012/3/29, 12:46:07",34,0,0,0,0,,,,10
175,"GZM SHOW",452,528,0,,,,"GZM FASHION SHOW 摄影 Yuki_He","<p><img src=""/A_UpLoad/image/2012032914523884.jpg"" alt="""" width=""700"" height=""298"" /></p>
<p><img src=""/A_UpLoad/image/2012032914533133.jpg"" alt="""" width=""700"" height=""354"" /></p>","515",0,0,0,0,"2012/3/29, 14:55:55",25,0,0,0,0,,,,10
176,"BAZAAR",452,527,0,,,,"BAZAAR 时尚芭莎明星慈善晚会 摄影 Yuki_He","<p><img src=""/A_UpLoad/image/2012040916333271.jpg"" width=""700"" height=""435"" alt="""" /><br />
<br />
<img src=""/A_UpLoad/image/2012040916291193.jpg"" width=""700"" height=""691"" alt="""" /></p>","515",0,0,0,0,"2012/4/9, 15:36:30",30,0,0,0,0,,,,10
177,"I-DOU LOOKBOOK S/S",452,530,0,,,,"I-DOU LOOKBOOK S/S 摄影 YUKI_HE","<p><img src=""/A_UpLoad/image/2012041519162743.jpg"" alt="""" width=""700"" height=""351"" /></p>","515",0,0,0,0,"2012/4/15, 19:15:22",31,0,0,0,0,,,,10
178,"M18 COLLEGE S/S",452,530,0,,,,"麦考林品牌 COLLEGE S/S拍摄 摄影棚 515 摄影师 Yuki_He  模特 那一","<p><img src=""/A_UpLoad/image/2012041519571188.jpg"" width=""700"" height=""522"" alt="""" /></p>","515",0,0,0,0,"2012/4/15, 19:57:27",38,0,0,0,0,,,,10
180,"MARTIN FOR I-DOU S/S",452,530,0,,,,"I-DOU设计师款拍摄 摄影 YUKI_HE 编辑 徐涵  化妆 张涛 模特 justyna","<p>&nbsp;</p>
<p><img src=""/A_UpLoad/image/2012042519055390.jpg"" width=""700"" height=""321"" alt="""" /></p>
<p><br />
<img src=""/A_UpLoad/image/2012042518303257.jpg"" alt="""" width=""700"" height=""321"" /></p>","515",0,0,0,0,"2012/4/25, 18:20:24",40,0,0,0,0,,,,10
183,"HITAO OANA S/S",452,530,0,,,,"湖南卫视嗨淘品牌OANA欧娜形象片拍摄   摄影师：Yuki_He   化妆造型：D&O","<p><img src=""/A_UpLoad//2012052413543923.jpg"" width=""700"" height=""1506"" alt="""" /><img src=""/A_UpLoad//2012052413424722.jpg"" width=""700"" height=""451"" alt="""" /></p>
<p>&nbsp;</p>
<p><img src=""/A_UpLoad//2012070417430896.jpg"" width=""700"" height=""521"" alt="""" /></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><img src=""/A_UpLoad//2012052413192992.jpg"" width=""700"" height=""573"" alt="""" /></p>","515",0,0,0,0,"2012/5/24, 13:10:43",42,0,0,0,0,,,,10
185,"M18 COLLECTION",452,530,0,,,,"麦考林品牌COLLECTION形象片拍摄   摄影师：Yuki_He   化妆造型：D&O","<p><img src=""/A_UpLoad//2012052510100026.jpg"" width=""700"" height=""318"" alt="""" /></p>","515",0,0,0,0,"2012/5/25, 10:10:12",41,0,0,0,0,,,,10
186,"I-DOU S/S",452,530,0,,,,"I-DOU形象片拍摄   摄影师：Yuki_He   化妆造型：CICI","<p><img src=""/A_UpLoad//2012070417230013.jpg"" width=""700"" height=""467"" alt="""" /></p>
<p><img src=""/A_UpLoad//2012070417232365.jpg"" alt="""" width=""700"" height=""467"" /></p>
<p><img src=""/A_UpLoad//2012070417260664.jpg"" alt="""" width=""700"" height=""450"" /></p>
<p><img src=""/A_UpLoad//2012070417270351.jpg"" alt="""" width=""700"" height=""450"" /></p>","515",0,0,0,0,"2012/6/15, 14:40:59",43,0,0,0,0,,,,10
187,"HUANG LIN",452,527,0,,,,"《小资CHIC!》杂志  歌手黄龄拍摄","<p><img src=""/A_UpLoad//2012071614005562.jpg"" width=""700"" height=""479"" alt="""" /></p>","515",0,0,0,0,"2012/7/16, 14:01:03",44,0,0,0,0,,,,10
191,"BAILIAN F/W",452,530,0,,,,"百利安秋冬内衣画册拍摄 摄影：Yuki_He  化妆：李阳","<p><img src=""/A_UpLoad//2012073107015941.jpg"" width=""700"" height=""1549"" alt="""" /></p>","515",0,0,0,0,"2012/7/30, 22:10:03",47,0,0,0,0,,,,10
192,"LADYPOPE F/W",452,530,0,,,,"服装品牌ladypope秋冬形象片拍摄 摄影：Yuki_He 服装造型：陈星如 化妆：宋飞","<p><img src=""/A_UpLoad//2012082814123050.jpg"" width=""700"" height=""467"" alt="""" /></p>
<p><img alt="""" src=""/A_UpLoad//2012082814132711.jpg"" width=""700"" height=""467"" /></p>","515",0,0,0,0,"2012/8/28, 14:16:26",49,0,0,0,0,,,,10
193,"KITE",452,530,0,,,,"雪地靴品牌KITE秋冬形象片拍摄 摄影：Yuki_He 服装造型：陈菲菲","<p><img src=""/A_UpLoad//2012082815422942.jpg"" width=""700"" height=""1379"" alt="""" /></p>","515",0,0,0,0,"2012/8/28, 14:47:58",48,0,0,0,0,,,,10
208,"I-DOU  S/S",452,530,0,,,,"I-DOU lookbook拍摄 摄影：yuki_he 化妆：沈飞<br/>","<p><img src=""/A_UpLoad//2013011411270627.jpg"" alt="""" width=""700"" height=""405"" /><img src=""/A_UpLoad//2013011411280863.jpg"" alt="""" width=""700"" height=""361"" /></p>","515workshop",0,0,0,0,"2012/12/27, 17:28:01",60,0,0,0,0,,,,10
132,"JEMMY",452,531,0,,,,"摄影棚 515 摄影 Yuki_He 模特 JEMMY  化妆LYDIA  服装造性 WILL","<p><img src=""/A_UpLoad/image/2012032123500622.jpg"" width=""700"" height=""1011"" alt="""" /></p>","515",0,0,0,0,"2012/1/8, 15:38:46",3,0,0,0,0,,,,10
194,"I-DOU F/W",452,530,0,,,,"I-DOU欧美服饰 F/W拍摄 摄影：Yuki_He  化妆：陈菲菲","<p><img src=""/A_UpLoad//2012083106571338.jpg"" width=""700"" height=""732"" alt="""" /></p>","515",0,0,0,0,"2012/8/31, 06:57:29",50,0,0,0,0,,,,10
197,"DONGFANGYIZHOU",452,528,0,,,,"东方壹周杂志大片拍摄 摄影 yuki_he 化妆 孙奇 服搭 will 发型 jashon<br/>","<p><img src=""/A_UpLoad//2012110116551434.jpg"" alt="""" width=""700"" height=""520"" /><img src=""/A_UpLoad//2012110116554552.jpg"" alt="""" width=""700"" height=""470"" /><img src=""/A_UpLoad//2012110116571147.jpg"" alt="""" width=""700"" height=""517"" /></p>","515workshop",0,0,0,0,"2012/11/1, 17:00:10",51,0,0,0,0,,,,10
199,"POLARONE",452,526,0,,,,"PolarOne眼镜形象片拍摄 摄影 yuki_he 化妆 沈飞<br/>","<p><img src=""/A_UpLoad//2012120313215819.jpg"" width=""700"" height=""434"" alt="""" /><img src=""/A_UpLoad//2012120313253019.jpg"" width=""700"" height=""452"" alt="""" /></p>","515workshop",0,0,0,0,"2012/11/7, 19:45:37",52,0,0,0,0,,,,10
203,"BAILIAN S/S",452,530,0,,,,"百利安春夏拍摄 摄影：yuki_he","<p><img src=""/A_UpLoad//2012120618582195.jpg"" alt="""" width=""700"" height=""320"" /><img src=""/A_UpLoad//2012120618585623.jpg"" alt="""" width=""700"" height=""268"" /><img src=""/A_UpLoad//2012120618592053.jpg"" alt="""" width=""700"" height=""239"" /></p>","515workshop",0,0,0,0,"2012/12/6, 18:57:02",56,0,0,0,0,,,,10
204,"M18 PHANCY  S/S",452,530,0,,,,"麦考林PHANCY夏装拍摄 摄影：yuki_he 化妆师：Luckly","<p><img src=""/A_UpLoad//2012121009512222.jpg"" alt="""" width=""700"" height=""1020"" /><img src=""/A_UpLoad//2012121009444714.jpg"" alt="""" width=""700"" height=""998"" /></p>","515workshop",0,0,0,0,"2012/12/7, 18:41:28",57,0,0,0,0,,,,10
206,"CALVIN KLEIN(CHINA)",452,530,0,,,,"CK中国电商拍摄 摄影：515workshop","<p><img src=""/A_UpLoad//2012121018030279.jpg"" width=""700"" height=""429"" alt="""" /><img src=""/A_UpLoad//2012121018032827.jpg"" alt="""" width=""700"" height=""597"" /></p>","515workshop",0,0,0,0,"2012/12/10, 18:04:03",58,0,0,0,0,,,,10
